"school","sex","age","address","famsize","pstatus","medu","fedu","mjob","fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","dalc","walc","health","absences","final_grade"
"GP","M",15,"R","GT3","T","Secondary","Higher","at_home","teacher","course","mother",">1hr","2-5hrs","0","no","yes","no","no","yes","yes","no","yes","Excellent","Average","Average","VeryLow","VeryLow","VeryGood",2,11
"GP","F",15,"U","GT3","T","Higher","Higher","services","at_home","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","VeryGood",4,15
"GP","M",17,"R","GT3","T","Secondary","Higher","at_home","other","course","mother","30min-1hr","2-5hrs","0","no","no","no","no","yes","yes","no","no","Excellent","High","VeryHigh","Low","High","VeryGood",2,10
"GP","F",16,"R","GT3","T","Primary","Primary","at_home","other","course","mother",">1hr","2-5hrs","0","no","yes","no","no","yes","yes","no","no","Excellent","VeryLow","Average","VeryLow","VeryLow","Average",0,13
"GP","M",18,"U","LE3","T","Secondary","Primary","services","services","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","yes","Average","Average","High","High","VeryHigh","Good",2,12
"GP","F",18,"U","GT3","A","Secondary","5th-9th","other","services","course","other","<15min","5-10hrs","0","no","yes","no","yes","no","yes","yes","yes","Good","Average","Average","VeryHigh","VeryLow","VeryGood",10,11
"GP","F",16,"R","GT3","T","Primary","Primary","other","services","reputation","mother","15-30min","<2hrs","0","no","yes","no","yes","yes","yes","no","yes","Average","Average","Average","VeryLow","Low","VeryBad",8,11
"GP","F",16,"U","GT3","A","Secondary","Secondary","other","other","course","other","15-30min","<2hrs","0","no","yes","no","yes","no","yes","yes","yes","Good","Average","Low","VeryLow","VeryLow","VeryGood",4,10
"GP","M",16,"U","LE3","T","Primary","Primary","services","other","course","mother","<15min","2-5hrs","2","no","no","no","no","yes","yes","no","yes","Good","High","High","VeryLow","Average","VeryGood",0,10
"GP","F",15,"U","GT3","T","Higher","Higher","teacher","teacher","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Average","Low","VeryLow","VeryLow","VeryGood",6,14
"GP","F",15,"R","GT3","T","Primary","Primary","other","other","course","mother","30min-1hr","<2hrs","1","no","no","no","yes","yes","yes","yes","yes","Excellent","VeryHigh","VeryHigh","VeryLow","VeryLow","VeryBad",2,9
"GP","M",15,"U","GT3","T","Higher","Secondary","teacher","services","course","father","15-30min",">10hrs","0","yes","yes","no","no","yes","yes","yes","no","Bad","Low","Low","VeryLow","VeryLow","Average",6,11
"GP","F",15,"U","GT3","A","Secondary","Secondary","services","services","home","mother","<15min","2-5hrs","0","no","no","no","no","no","yes","no","yes","VeryBad","Average","Low","Low","Average","VeryBad",24,9
"GP","M",16,"U","GT3","T","Higher","Higher","services","services","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","Average","VeryLow","Average","VeryGood",0,13
"GP","M",16,"U","LE3","T","5th-9th","5th-9th","services","services","reputation","father","15-30min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Bad","Average","Average","Low","Low","Bad",4,11
"GP","F",15,"U","GT3","T","Higher","Higher","teacher","services","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","Low","VeryLow","VeryLow","VeryGood",2,13
"GP","F",16,"U","LE3","T","Primary","Primary","at_home","at_home","course","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Average","High","High","Average","Average","VeryBad",4,11
"GP","M",17,"U","GT3","T","5th-9th","Primary","other","other","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","High","VeryHigh","VeryLow","Low","VeryGood",22,6
"GP","F",15,"U","GT3","T","Primary","Primary","other","services","course","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Low","VeryLow","Low","VeryGood",0,12
"GP","F",15,"U","LE3","A","5th-9th","Primary","at_home","other","home","mother","15-30min","<2hrs","0","no","yes","no","yes","yes","no","yes","yes","Good","High","Low","VeryLow","VeryLow","VeryGood",0,10
"GP","F",15,"U","GT3","T","Secondary","5th-9th","health","services","home","father","<15min","2-5hrs","1","no","yes","no","no","yes","yes","yes","no","Average","Average","Low","VeryLow","VeryLow","Average",2,11
"GP","F",15,"U","GT3","T","Primary","5th-9th","at_home","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","no","Good","Average","Low","VeryLow","VeryLow","VeryGood",6,13
"GP","F",15,"U","GT3","T","Primary","5th-9th","at_home","services","course","father","<15min","2-5hrs","0","no","no","no","no","no","yes","no","yes","Bad","Average","High","Low","High","VeryBad",6,11
"GP","M",16,"U","GT3","T","Higher","Higher","teacher","teacher","course","mother","<15min","<2hrs","0","no","yes","no","no","yes","no","yes","yes","Average","Average","Low","Low","VeryLow","VeryGood",16,8
"GP","M",15,"U","LE3","A","5th-9th","Primary","services","other","course","mother",">1hr","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","VeryHigh","VeryHigh","Low","VeryHigh","VeryGood",0,11
"GP","M",18,"U","LE3","T","Primary","Primary","other","other","course","mother","<15min","<2hrs","2","no","no","no","no","yes","no","yes","yes","Bad","Average","VeryHigh","Low","VeryHigh","Good",0,0
"GP","M",16,"U","LE3","T","5th-9th","Primary","at_home","other","course","mother","<15min","<2hrs","1","no","no","no","yes","yes","yes","no","yes","Good","High","High","Average","VeryHigh","VeryGood",6,10
"GP","F",15,"R","GT3","T","Secondary","Secondary","services","services","reputation","other","15-30min","5-10hrs","0","no","yes","yes","yes","yes","yes","yes","yes","Good","Low","VeryLow","Low","Average","Average",2,13
"GP","M",19,"U","GT3","T","Secondary","5th-9th","services","at_home","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","no","yes","yes","Good","VeryHigh","High","VeryLow","VeryLow","Good",6,11
"GP","F",17,"U","GT3","T","Higher","Higher","other","teacher","course","mother","<15min","<2hrs","0","yes","yes","no","no","yes","yes","no","yes","Good","Low","VeryLow","VeryLow","VeryLow","Good",0,13
"GP","M",15,"R","GT3","T","5th-9th","Secondary","at_home","services","course","mother","<15min","2-5hrs","0","yes","no","yes","yes","yes","yes","no","no","Good","High","High","VeryLow","VeryLow","VeryBad",0,8
"GP","M",17,"R","LE3","T","Primary","5th-9th","other","other","reputation","mother","<15min","<2hrs","3","no","no","no","no","yes","yes","no","no","Bad","Low","Low","Average","Average","VeryGood",14,10
"GP","F",18,"R","GT3","T","Primary","Primary","at_home","other","course","mother","30min-1hr","<2hrs","3","no","yes","no","yes","no","yes","no","no","Excellent","Low","VeryHigh","VeryLow","VeryHigh","Good",6,11
"GP","M",16,"R","GT3","T","5th-9th","5th-9th","at_home","other","course","mother","30min-1hr","<2hrs","0","no","no","no","no","no","yes","no","no","Good","Low","Low","VeryLow","Low","Average",4,11
"GP","M",16,"U","GT3","T","Secondary","Secondary","other","services","course","father","<15min","2-5hrs","1","no","yes","no","no","yes","yes","yes","yes","Good","VeryHigh","VeryHigh","High","High","VeryGood",0,1
"GP","M",16,"U","LE3","T","Primary","5th-9th","health","services","course","mother","15-30min","<2hrs","2","no","no","no","no","no","yes","yes","no","Good","High","VeryHigh","Average","VeryHigh","VeryGood",0,10
"GP","M",17,"R","LE3","T","5th-9th","Primary","at_home","other","course","mother","15-30min","<2hrs","1","no","no","yes","yes","yes","no","yes","yes","Average","Average","Low","Low","Low","VeryGood",8,9
"GP","M",17,"R","GT3","T","Secondary","5th-9th","other","other","course","mother","15-30min","2-5hrs","2","yes","yes","no","no","yes","yes","yes","yes","Good","High","High","VeryLow","High","Average",4,8
"GP","M",15,"U","LE3","T","Primary","5th-9th","other","other","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","no","no","Good","High","High","Low","High","VeryGood",2,10
"GP","M",16,"U","GT3","T","Primary","Secondary","at_home","services","course","father","<15min","<2hrs","1","no","no","no","no","yes","no","yes","no","Excellent","Average","Average","VeryLow","High","Bad",2,8
"GP","M",17,"R","LE3","T","Primary","Primary","other","services","course","mother",">1hr","2-5hrs","0","no","no","no","yes","yes","no","no","yes","Excellent","Average","VeryHigh","VeryLow","VeryHigh","VeryGood",0,8
"GP","M",17,"U","GT3","T","Secondary","5th-9th","services","services","course","mother","15-30min","<2hrs","3","no","yes","no","yes","no","no","no","no","Good","VeryHigh","Low","VeryLow","VeryLow","Bad",10,8
"GP","M",16,"U","GT3","T","5th-9th","5th-9th","other","other","course","father","<15min","2-5hrs","0","no","no","no","no","yes","no","yes","no","Good","Average","VeryHigh","Low","High","Good",0,11
"GP","F",16,"U","GT3","T","Higher","5th-9th","health","services","home","father","<15min","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Good","Low","Average","VeryLow","VeryLow","Average",0,18
"GP","F",16,"U","GT3","T","5th-9th","5th-9th","other","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","no","Excellent","VeryLow","VeryHigh","VeryLow","VeryLow","Good",0,13
"GP","F",16,"U","GT3","T","Higher","Higher","health","health","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","High","Low","VeryLow","VeryLow","Average",0,17
"GP","M",16,"U","GT3","T","Secondary","Higher","other","other","course","father","30min-1hr","<2hrs","1","no","yes","no","yes","no","yes","yes","no","Average","High","VeryHigh","Low","High","Bad",4,10
"GP","M",16,"U","GT3","T","Primary","None","other","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Low","VeryLow","VeryLow","Average",0,18
"GP","M",17,"U","LE3","T","Higher","Higher","teacher","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","High","High","VeryLow","Average","VeryGood",0,10
"GP","F",16,"U","GT3","T","Primary","Secondary","at_home","services","home","mother","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","yes","Good","Average","VeryHigh","VeryLow","VeryLow","Average",0,13
"GP","F",16,"U","LE3","T","Secondary","Secondary","other","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","High","VeryHigh","VeryLow","VeryLow","Good",0,15
"GP","M",17,"U","LE3","T","Higher","Secondary","teacher","other","course","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Good","High","High","High","High","Good",0,11
"GP","F",16,"U","GT3","T","5th-9th","5th-9th","services","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Average","High","High","VeryLow","High","VeryGood",0,14
"GP","M",17,"U","GT3","T","Secondary","Secondary","other","other","reputation","father","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Good","Average","High","VeryLow","High","Good",4,10
"GP","M",16,"R","GT3","T","Higher","5th-9th","teacher","services","other","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Average","Average","High","Average",8,11
"GP","M",17,"U","GT3","T","Higher","Secondary","other","other","course","mother","<15min","2-5hrs","0","no","yes","yes","yes","yes","yes","yes","yes","Excellent","Low","Average","VeryLow","VeryLow","Bad",4,13
"GP","M",16,"U","GT3","T","Higher","Secondary","teacher","other","home","mother","<15min","2-5hrs","0","no","yes","yes","yes","yes","yes","yes","no","Average","High","Average","Low","Average","Average",4,11
"GP","M",16,"U","GT3","T","Secondary","Secondary","services","other","home","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Low","Average","VeryLow","Low","Average",0,13
"GP","F",17,"U","GT3","T","5th-9th","Higher","services","services","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","High","Low","Low","Average","VeryGood",0,17
"GP","F",17,"U","LE3","T","Secondary","Secondary","other","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Excellent","Average","Average","Low","Average","VeryBad",32,14
"GP","F",16,"U","GT3","T","Secondary","5th-9th","other","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","VeryBad","Low","Low","VeryLow","Low","VeryBad",8,16
"GP","M",17,"U","GT3","T","Secondary","Secondary","services","services","other","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","High","Low","Average","Good",6,14
"GP","M",16,"U","GT3","T","Primary","5th-9th","services","services","other","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Average","Average","Average","VeryLow","Low","Average",0,11
"GP","M",16,"U","LE3","T","5th-9th","Primary","other","other","course","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Low","Average","VeryLow","Low","VeryGood",0,16
"GP","F",17,"U","GT3","A","Secondary","Secondary","health","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","yes","Average","Average","Average","VeryLow","Average","Average",10,14
"GP","M",17,"R","GT3","T","Primary","5th-9th","at_home","other","home","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","no","no","Average","VeryLow","Average","VeryLow","VeryHigh","Average",6,10
"GP","F",16,"U","GT3","T","5th-9th","Secondary","services","services","course","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Bad",6,13
"GP","F",17,"U","GT3","T","Primary","Primary","at_home","services","course","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","Average",0,12
"GP","M",17,"U","GT3","T","Primary","5th-9th","at_home","services","other","other","15-30min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Good","High","High","High","VeryHigh","VeryGood",16,12
"GP","M",16,"R","GT3","T","Secondary","Secondary","services","services","reputation","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","Low","Average","High","VeryGood",0,10
"GP","M",16,"U","GT3","T","5th-9th","Secondary","other","other","home","father","15-30min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","Average",0,12
"GP","F",17,"U","LE3","T","5th-9th","Higher","services","services","course","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Average","Low","VeryLow","VeryLow","VeryGood",8,16
"GP","M",17,"U","GT3","T","Higher","Higher","services","teacher","home","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","Low","Average","VeryLow","Low","VeryGood",4,14
"GP","M",16,"R","LE3","T","Secondary","Secondary","teacher","other","home","father","30min-1hr","<2hrs","0","no","yes","no","yes","yes","yes","yes","no","Average","Average","High","Average","VeryHigh","Average",16,12
"GP","F",17,"U","GT3","T","Higher","Higher","services","teacher","home","mother","15-30min","<2hrs","1","no","yes","no","no","yes","yes","yes","no","Good","Low","High","Low","Average","Bad",30,16
"GP","F",16,"U","LE3","T","Higher","Higher","teacher","teacher","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","VeryHigh","Low","VeryLow","Low","Average",0,11
"GP","F",16,"U","GT3","T","Higher","Secondary","health","other","home","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","VeryHigh","VeryLow","VeryHigh","Bad",2,15
"GP","F",16,"U","GT3","T","5th-9th","Secondary","other","other","reputation","mother","<15min","2-5hrs","0","yes","yes","no","yes","yes","yes","no","no","Good","High","Average","VeryLow","Average","Good",4,12
"GP","F",17,"U","GT3","T","Primary","Primary","other","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","no","no","Good","High","High","VeryLow","Average","VeryBad",0,15
"GP","F",17,"R","GT3","T","5th-9th","5th-9th","other","other","reputation","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","Average","Low","VeryLow","Low","Average",21,13
"GP","F",16,"R","GT3","T","5th-9th","5th-9th","services","services","reputation","mother","15-30min",">10hrs","0","no","yes","no","yes","no","yes","yes","no","Excellent","Average","VeryHigh","VeryLow","VeryLow","VeryGood",6,13
"GP","F",17,"U","GT3","T","Secondary","Higher","at_home","services","home","mother","<15min","5-10hrs","1","no","yes","yes","no","yes","yes","yes","yes","Good","High","Average","Average","High","VeryGood",14,8
"GP","F",16,"U","GT3","A","Secondary","Primary","services","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Bad","Average","Average","Low","Low","Good",2,12
"GP","F",16,"U","GT3","T","Higher","Secondary","teacher","other","other","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","VeryBad","Average","Low","VeryLow","VeryLow","VeryBad",4,15
"GP","F",16,"U","GT3","T","Primary","Primary","at_home","other","home","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","no","no","Good","Average","Low","VeryLow","High","VeryGood",2,13
"GP","F",17,"R","GT3","T","Higher","Secondary","teacher","other","reputation","mother","15-30min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","High","Low","VeryLow","VeryLow","Good",0,12
"GP","F",19,"U","GT3","T","Secondary","Secondary","other","other","reputation","other","<15min",">10hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","Average",4,12
"GP","M",17,"U","LE3","T","Higher","Higher","services","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","Average","VeryHigh","High","VeryHigh","Average",15,12
"GP","F",16,"U","GT3","A","5th-9th","5th-9th","other","other","reputation","mother","<15min","2-5hrs","0","yes","yes","no","no","yes","yes","yes","no","Average","Average","High","VeryLow","VeryLow","Good",0,13
"GP","M",18,"U","GT3","T","5th-9th","5th-9th","services","other","home","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","High","High","Low","High","VeryGood",10,11
"GP","F",17,"R","LE3","T","Higher","Higher","services","other","other","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","no","no","Excellent","Low","VeryLow","VeryLow","Low","Average",6,11
"GP","F",17,"U","LE3","T","Secondary","5th-9th","other","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","no","yes","yes","yes","no","Good","High","High","VeryLow","Average","VeryBad",2,15
"GP","F",17,"U","GT3","T","Higher","Secondary","other","other","reputation","mother","<15min","2-5hrs","0","no","no","no","no","yes","yes","yes","yes","Average","High","VeryHigh","Low","High","VeryBad",16,10
"GP","M",18,"U","LE3","T","Secondary","Secondary","services","health","home","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Average","Low","High","Low","High","Good",10,10
"GP","F",17,"U","GT3","T","5th-9th","Secondary","at_home","other","home","father","15-30min","<2hrs","0","no","yes","no","no","yes","yes","no","no","Average","Average","Average","VeryLow","High","Average",4,13
"GP","F",17,"U","GT3","T","5th-9th","5th-9th","at_home","at_home","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Good",0,13
"GP","F",17,"R","GT3","T","5th-9th","Primary","at_home","services","reputation","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","VeryHigh","VeryLow","Low","VeryGood",0,11
"GP","F",17,"U","GT3","T","Primary","Primary","at_home","other","reputation","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","no","yes","Good","Average","High","VeryLow","VeryLow","VeryGood",12,12
"GP","F",16,"U","GT3","T","5th-9th","Secondary","services","teacher","other","mother","<15min","2-5hrs","0","yes","no","no","no","yes","yes","yes","no","Bad","Average","VeryLow","VeryLow","VeryLow","Average",0,14
"GP","M",18,"U","GT3","T","5th-9th","5th-9th","other","other","home","mother","15-30min","2-5hrs","3","no","yes","yes","no","yes","yes","yes","no","Average","Average","Average","VeryHigh","VeryHigh","Good",9,10
"GP","F",16,"U","GT3","T","Higher","Higher","teacher","services","home","mother","<15min","5-10hrs","0","no","yes","no","yes","no","yes","yes","no","Excellent","Average","Low","VeryLow","VeryLow","VeryGood",4,16
"GP","F",18,"R","GT3","T","Secondary","Primary","other","other","reputation","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","Average","Average","VeryLow","VeryLow","Good",4,8
"GP","F",17,"U","GT3","T","Secondary","5th-9th","other","other","course","mother","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","no","Excellent","Average","High","VeryLow","Average","Average",2,17
"GP","M",17,"U","LE3","T","5th-9th","Secondary","services","services","reputation","father","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","no","Excellent","Average","Average","VeryLow","Average","Average",0,11
"GP","M",18,"U","LE3","T","5th-9th","Primary","at_home","other","course","mother",">1hr","2-5hrs","0","yes","yes","no","yes","yes","yes","yes","yes","Good","Average","Low","High","VeryHigh","Average",2,11
"GP","F",17,"U","GT3","A","5th-9th","Primary","other","other","course","mother","15-30min","5-10hrs","0","no","no","no","yes","yes","yes","yes","yes","Average","Low","Average","VeryLow","Low","Average",0,16
"GP","F",17,"U","LE3","T","Higher","Secondary","health","other","reputation","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Average","Low","Average","VeryLow","Low","Average",0,12
"GP","M",17,"R","GT3","T","5th-9th","5th-9th","other","other","course","father","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","VeryHigh","Low","VeryLow","VeryLow","VeryBad",0,13
"GP","M",17,"U","GT3","T","Higher","Higher","teacher","teacher","reputation","mother","<15min","2-5hrs","0","yes","yes","no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh","VeryLow","Average","Bad",0,13
"GP","M",16,"U","GT3","T","Higher","Higher","health","other","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","High","Low","High","VeryBad",0,14
"GP","M",16,"U","LE3","T","Primary","Primary","other","other","home","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Average","High","Low","VeryLow","VeryLow","VeryGood",2,9
"GP","M",16,"U","GT3","T","Secondary","5th-9th","at_home","other","reputation","mother","15-30min","5-10hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","Average","Average","VeryLow","Average","Bad",0,12
"GP","M",17,"U","LE3","T","5th-9th","5th-9th","other","other","home","father","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","yes","Good","High","Low","VeryHigh","VeryHigh","Good",0,16
"GP","F",16,"U","GT3","T","5th-9th","Primary","other","other","home","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","yes","Good","VeryHigh","Low","VeryLow","VeryLow","VeryGood",4,10
"GP","F",16,"U","GT3","A","Higher","Primary","other","other","home","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","Average","Average","VeryLow","Low","VeryGood",0,13
"GP","F",18,"U","LE3","A","5th-9th","Higher","services","other","course","mother","15-30min","2-5hrs","1","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Average",18,10
"GP","F",18,"U","LE3","T","5th-9th","5th-9th","at_home","services","course","mother","<15min","2-5hrs","1","no","yes","no","no","no","yes","yes","yes","Excellent","Average","VeryLow","VeryLow","VeryLow","VeryGood",16,10
"GP","F",18,"U","GT3","T","Secondary","Secondary","other","other","course","mother","15-30min","<2hrs","1","no","no","no","no","yes","no","yes","no","Good","VeryLow","VeryLow","VeryLow","VeryLow","Average",14,7
"GP","M",18,"U","GT3","T","5th-9th","5th-9th","other","at_home","course","other","<15min","<2hrs","1","no","yes","no","yes","no","no","yes","yes","Good","High","Average","Low","Low","VeryBad",26,8
"GP","M",17,"U","GT3","T","Higher","Higher","teacher","teacher","course","mother","<15min","<2hrs","0","no","yes","no","yes","no","yes","yes","no","Good","Low","VeryLow","VeryLow","Low","VeryGood",6,9
"GP","F",17,"U","GT3","T","Secondary","5th-9th","other","other","course","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","no","no","Excellent","High","Low","VeryLow","VeryLow","Average",4,15
"GP","F",17,"U","LE3","T","Primary","Primary","at_home","at_home","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Low","VeryLow","Low","Good",10,10
"GP","F",16,"U","GT3","T","Primary","5th-9th","other","other","course","mother","<15min","<2hrs","0","no","no","no","no","yes","no","yes","no","Excellent","Average","VeryHigh","VeryLow","Low","VeryGood",4,11
"GP","F",17,"R","GT3","T","5th-9th","Primary","at_home","services","course","mother","30min-1hr","2-5hrs","0","no","no","no","yes","yes","yes","no","no","Bad","VeryLow","VeryLow","VeryLow","VeryLow","Average",2,13
"GP","F",17,"R","LE3","A","Primary","Higher","other","other","course","other",">1hr","<2hrs","1","no","yes","no","no","yes","yes","yes","no","Excellent","VeryHigh","High","VeryLow","VeryLow","VeryGood",14,8
"GP","M",18,"U","GT3","T","5th-9th","5th-9th","other","services","reputation","father","<15min","2-5hrs","0","no","no","no","no","yes","no","yes","no","Excellent","VeryHigh","High","Average","VeryHigh","Bad",16,8
"GP","F",17,"U","LE3","A","5th-9th","5th-9th","other","other","home","mother","<15min","<2hrs","1","no","yes","no","no","no","no","yes","no","Average","VeryLow","Low","VeryLow","VeryLow","VeryBad",8,10
"GP","F",17,"R","LE3","T","Primary","Primary","at_home","other","course","mother","15-30min","5-10hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Average","Average","VeryLow","Average","VeryGood",4,15
"GP","F",17,"U","LE3","A","Higher","5th-9th","teacher","other","course","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","no","no","Good","Average","Low","VeryLow","VeryLow","Good",4,14
"GP","M",17,"U","LE3","T","Higher","Secondary","health","other","course","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Bad","VeryHigh","VeryHigh","VeryLow","High","VeryGood",8,15
"GP","M",17,"R","LE3","A","Higher","Higher","teacher","other","course","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Average","Average","Average","Low","Average","Good",0,12
"GP","M",16,"U","LE3","T","Higher","Secondary","teacher","other","course","mother","<15min","<2hrs","0","no","no","no","yes","no","yes","yes","no","Excellent","High","VeryHigh","VeryLow","VeryLow","Average",7,15
"GP","M",16,"U","GT3","T","Higher","Higher","services","services","course","mother","<15min","<2hrs","0","no","no","yes","yes","yes","yes","yes","no","Excellent","Average","Low","VeryLow","Low","VeryGood",4,15
"GP","F",17,"U","GT3","T","Higher","Higher","teacher","services","course","mother","<15min","2-5hrs","0","no","yes","yes","no","yes","yes","yes","yes","Excellent","Average","VeryLow","VeryLow","High","VeryGood",2,12
"GP","M",17,"R","GT3","T","Primary","Primary","other","other","home","father","15-30min","5-10hrs","0","no","no","no","no","no","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","VeryBad",2,15
"GP","F",17,"U","GT3","T","Secondary","Secondary","services","other","home","mother","15-30min","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Low","Low","Low","Average","VeryGood",10,11
"GP","F",17,"U","GT3","T","Primary","Primary","at_home","other","course","mother","<15min","2-5hrs","0","yes","no","no","no","no","yes","no","yes","Good","Average","Low","VeryLow","VeryLow","Good",10,10
"GP","F",18,"U","GT3","T","5th-9th","Primary","other","other","course","other","15-30min","5-10hrs","0","no","yes","no","no","no","yes","yes","yes","Good","High","High","VeryLow","VeryLow","Average",10,11
"GP","M",16,"U","GT3","T","5th-9th","Primary","other","other","course","mother","30min-1hr","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Good",7,16
"GP","F",17,"U","GT3","T","Primary","Primary","other","services","course","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","no","no","Good","Average","High","VeryLow","Low","VeryGood",4,11
